#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-08 00:00:00-05:00 2017-04-09 00:00:00-05:00
#DEBUG: Time Zone     -> America/Chicago
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
AMW,2017-04-08 00:00,M,M,M,160.00,9.00,M,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080500Z AUTO 16009KT 10SM CLR A2992 RMK MADISHF
AMW,2017-04-08 00:05,M,M,M,160.00,9.00,M,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080505Z AUTO 16009KT 10SM CLR A2992 RMK MADISHF
AMW,2017-04-08 00:10,M,M,M,160.00,10.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080510Z AUTO 16010KT 10SM CLR A2991 RMK MADISHF
AMW,2017-04-08 00:15,M,M,M,160.00,11.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080515Z AUTO 16011KT 10SM CLR A2991 RMK MADISHF
AMW,2017-04-08 00:20,M,M,M,160.00,11.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080520Z AUTO 16011KT 10SM CLR A2991 RMK MADISHF
AMW,2017-04-08 00:25,M,M,M,170.00,11.00,M,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080525Z AUTO 17011KT 10SM CLR A2990 RMK MADISHF
AMW,2017-04-08 00:30,M,M,M,170.00,12.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080530Z AUTO 17012KT 10SM CLR A2991 RMK MADISHF
AMW,2017-04-08 00:35,M,M,M,170.00,11.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080535Z AUTO 17011KT 10SM CLR A2991 RMK MADISHF
AMW,2017-04-08 00:40,M,M,M,170.00,10.00,M,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080540Z AUTO 17010KT 10SM CLR A2990 RMK MADISHF
AMW,2017-04-08 00:45,M,M,M,160.00,11.00,M,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080545Z AUTO 16011KT 10SM CLR A2990 RMK MADISHF
AMW,2017-04-08 00:50,M,M,M,160.00,10.00,M,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080550Z AUTO 16010KT 10SM CLR A2990 RMK MADISHF
AMW,2017-04-08 00:53,48.00,34.00,58.16,160.00,12.00,0.00,29.90,1012.30,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080553Z AUTO 16012KT 10SM CLR 09/01 A2990 RMK AO2 SLP123 T00890011 10144 20072 401611022 58018
AMW,2017-04-08 00:55,M,M,M,160.00,11.00,M,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080555Z AUTO 16011KT 10SM CLR A2990 RMK MADISHF
AMW,2017-04-08 01:00,M,M,M,170.00,13.00,M,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080600Z AUTO 17013KT 10SM CLR A2989 RMK MADISHF
AMW,2017-04-08 01:05,M,M,M,160.00,13.00,M,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080605Z AUTO 16013KT 10SM CLR A2989 RMK MADISHF
AMW,2017-04-08 01:10,M,M,M,160.00,13.00,M,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080610Z AUTO 16013KT 10SM CLR A2989 RMK MADISHF
AMW,2017-04-08 01:15,M,M,M,160.00,12.00,M,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080615Z AUTO 16012KT 10SM CLR A2989 RMK MADISHF
AMW,2017-04-08 01:20,M,M,M,160.00,13.00,M,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080620Z AUTO 16013KT 10SM CLR A2989 RMK MADISHF
AMW,2017-04-08 01:25,M,M,M,160.00,13.00,M,29.89,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080625Z AUTO 16013KT 10SM CLR A2989 RMK MADISHF
AMW,2017-04-08 01:30,M,M,M,160.00,12.00,M,29.88,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080630Z AUTO 16012KT 10SM CLR A2988 RMK MADISHF
AMW,2017-04-08 01:35,M,M,M,160.00,11.00,M,29.88,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080635Z AUTO 16011KT 10SM CLR A2988 RMK MADISHF
AMW,2017-04-08 01:40,M,M,M,160.00,12.00,M,29.88,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 080640Z AUTO 16012KT 10SM CLR A2988 RMK MADISHF
