#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-10 00:00:00-05:00 2017-04-11 00:00:00-05:00
#DEBUG: Time Zone     -> America/Chicago
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
AMW,2017-04-10 00:00,M,M,M,260.00,12.00,M,29.62,M,9.00,M,FEW,FEW,M,M,5500.00,7000.00,M,M,M,KAMW 100500Z AUTO 26012KT 9SM FEW055 FEW070 A2962 RMK MADISHF
AMW,2017-04-10 00:05,M,M,M,270.00,11.00,M,29.62,M,9.00,M,FEW,M,M,M,5500.00,M,M,M,M,KAMW 100505Z AUTO 27011KT 9SM FEW055 A2962 RMK MADISHF
AMW,2017-04-10 00:10,M,M,M,280.00,10.00,M,29.62,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 100510Z AUTO 28010KT 9SM CLR A2962 RMK MADISHF
AMW,2017-04-10 00:15,M,M,M,280.00,9.00,M,29.62,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 100515Z AUTO 28009KT 9SM CLR A2962 RMK MADISHF
AMW,2017-04-10 00:20,M,M,M,290.00,9.00,M,29.62,M,9.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 100520Z AUTO 29009KT 9SM CLR A2962 RMK  LTG DSNT S! MADISHF
AMW,2017-04-10 00:25,M,M,M,290.00,11.00,M,29.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 100525Z AUTO 29011KT 10SM CLR A2961 RMK  LTG DSNT S! MADISHF
AMW,2017-04-10 00:30,M,M,M,290.00,11.00,M,29.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 100530Z AUTO 29011KT 10SM CLR A2961 RMK  LTG DSNT S! MADISHF
AMW,2017-04-10 00:35,M,M,M,280.00,10.00,M,29.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KAMW 100535Z AUTO 28010KT 10SM CLR A2961 RMK  LTG DSNT S! MADISHF
AMW,2017-04-10 00:40,M,M,M,260.00,7.00,M,29.60,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,KAMW 100540Z AUTO 26007KT 10SM FEW110 A2960 RMK  LTG DSNT SE AND S! MADISHF
AMW,2017-04-10 00:45,M,M,M,0.00,0.00,M,29.56,M,10.00,M,FEW,FEW,M,M,7500.00,11000.00,M,M,M,KAMW 100545Z AUTO 00000KT 10SM FEW075 FEW110 A2956 RMK  LTG DSNT SE AND S! MADISHF
