#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-08 00:00:00-05:00 2017-04-09 00:00:00-05:00
#DEBUG: Time Zone     -> America/Chicago
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
DSM,2017-04-08 00:00,M,M,M,150.00,8.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080500Z AUTO 15008KT 10SM CLR A2994 RMK MADISHF
DSM,2017-04-08 00:05,M,M,M,150.00,8.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080505Z AUTO 15008KT 10SM CLR A2994 RMK MADISHF
DSM,2017-04-08 00:10,M,M,M,150.00,9.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080510Z AUTO 15009KT 10SM CLR A2994 RMK MADISHF
DSM,2017-04-08 00:15,M,M,M,150.00,9.00,M,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080515Z AUTO 15009KT 10SM CLR A2993 RMK MADISHF
DSM,2017-04-08 00:20,M,M,M,150.00,11.00,M,29.93,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080520Z AUTO 15011KT 10SM CLR A2993 RMK MADISHF
DSM,2017-04-08 00:25,M,M,M,150.00,11.00,M,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080525Z AUTO 15011KT 10SM CLR A2992 RMK MADISHF
DSM,2017-04-08 00:30,M,M,M,150.00,11.00,M,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080530Z AUTO 15011KT 10SM CLR A2992 RMK MADISHF
DSM,2017-04-08 00:35,M,M,M,150.00,10.00,M,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080535Z AUTO 15010KT 10SM CLR A2992 RMK MADISHF
DSM,2017-04-08 00:40,M,M,M,150.00,11.00,M,29.92,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080540Z AUTO 15011KT 10SM CLR A2992 RMK MADISHF
DSM,2017-04-08 00:45,M,M,M,150.00,11.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080545Z AUTO 15011KT 10SM CLR A2991 RMK MADISHF
DSM,2017-04-08 00:50,M,M,M,150.00,10.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080550Z AUTO 15010KT 10SM CLR A2991 RMK MADISHF
DSM,2017-04-08 00:54,48.90,32.00,51.89,150.00,11.00,0.00,29.91,1012.90,10.00,M,FEW,SCT,BKN,M,4500.00,25000.00,30000.00,M,M,KDSM 080554Z 15011KT 10SM FEW045 SCT250 BKN300 09/00 A2991 RMK AO2 SLP129 T00940000 10150 20094 401721006 58017
DSM,2017-04-08 00:55,M,M,M,150.00,11.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080555Z AUTO 15011KT 10SM CLR A2991 RMK MADISHF
DSM,2017-04-08 01:00,M,M,M,150.00,11.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080600Z AUTO 15011KT 10SM CLR A2991 RMK MADISHF
DSM,2017-04-08 01:05,M,M,M,150.00,10.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080605Z AUTO 15010KT 10SM CLR A2991 RMK MADISHF
DSM,2017-04-08 01:10,M,M,M,150.00,9.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080610Z AUTO 15009KT 10SM CLR A2991 RMK MADISHF
DSM,2017-04-08 01:15,M,M,M,150.00,9.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080615Z AUTO 15009KT 10SM CLR A2991 RMK MADISHF
DSM,2017-04-08 01:20,M,M,M,150.00,10.00,M,29.91,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080620Z AUTO 15010KT 10SM CLR A2991 RMK MADISHF
DSM,2017-04-08 01:25,M,M,M,150.00,9.00,M,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080625Z AUTO 15009KT 10SM CLR A2990 RMK MADISHF
DSM,2017-04-08 01:30,M,M,M,150.00,10.00,M,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080630Z AUTO 15010KT 10SM CLR A2990 RMK MADISHF
DSM,2017-04-08 01:35,M,M,M,150.00,9.00,M,29.90,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 080635Z AUTO 15009KT 10SM CLR A2990 RMK MADISHF
