#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-09 00:00:00-05:00 2017-04-10 00:00:00-05:00
#DEBUG: Time Zone     -> America/Chicago
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
DSM,2017-04-09 00:00,M,M,M,160.00,10.00,M,29.62,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090500Z AUTO 16010KT 10SM CLR A2962 RMK MADISHF
DSM,2017-04-09 00:05,M,M,M,160.00,10.00,M,29.62,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090505Z AUTO 16010KT 10SM CLR A2962 RMK MADISHF
DSM,2017-04-09 00:10,M,M,M,160.00,10.00,M,29.62,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090510Z AUTO 16010KT 10SM CLR A2962 RMK MADISHF
DSM,2017-04-09 00:15,M,M,M,160.00,10.00,M,29.62,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090515Z AUTO 16010KT 10SM CLR A2962 RMK MADISHF
DSM,2017-04-09 00:20,M,M,M,160.00,10.00,M,29.62,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090520Z AUTO 16010KT 10SM CLR A2962 RMK MADISHF
DSM,2017-04-09 00:25,M,M,M,160.00,9.00,M,29.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090525Z AUTO 16009KT 10SM CLR A2961 RMK MADISHF
DSM,2017-04-09 00:30,M,M,M,160.00,9.00,M,29.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090530Z AUTO 16009KT 10SM CLR A2961 RMK MADISHF
DSM,2017-04-09 00:35,M,M,M,160.00,9.00,M,29.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090535Z AUTO 16009KT 10SM CLR A2961 RMK MADISHF
DSM,2017-04-09 00:40,M,M,M,160.00,10.00,M,29.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090540Z AUTO 16010KT 10SM CLR A2961 RMK MADISHF
DSM,2017-04-09 00:45,M,M,M,170.00,10.00,M,29.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KDSM 090545Z AUTO 17010KT 10SM CLR A2961 RMK MADISHF
